foveola: {{en-noun|s|foveolae|foveolæ}}
toddy: {{en-noun|~}}
tody: {{en-noun}}
toe: {{en-noun}}
toe: {{en-verb}}
toe: {{en-noun}}
toe: {{en-verb}}
toe: {{en-noun}}
toe: {{en-verb}}
toea: {{en-noun|s|toea}}
toecap: {{en-noun}}
toed: {{en-adj}}
toed: {{en-adj|-}}
toed: {{en-adj}}
toed: {{en-adj|-}}
toehold: {{en-noun}}
toeing: {{en-noun}}
toeless: {{en-adj|-}}
toelike: {{en-adj}}
toenail: {{en-noun}}
toenail: {{en-verb}}
toepiece: {{en-noun}}
toeplate: {{en-noun}}
toeshoe: {{en-noun}}
toff: {{en-noun}}
toffee: {{en-noun|~}}
toffee: {{en-verb}}
toffy: {{en-noun|~}}
toffy: {{en-adj|er}}
toft: {{en-noun}}
tofu: {{en-noun|~}}
tofus: {{en-noun|tofi}}
tog: {{en-noun}}
tog: {{en-verb}}
tog: {{en-adv|-}}
toga: {{en-noun|s|togae|togæ}}
togaed: {{en-adj|-}}
togate: {{en-adj|-}}
togated: {{en-adj|-}}
together: {{en-adv|-}}
together: {{en-adj}}
together: {{en-adv|-}}
together: {{en-adj}}
togetherness: {{en-noun|~}}
togged: {{en-adj|-}}
togged: {{en-adj|-}}
toggery: {{en-noun|~}}
toggle: {{en-noun}}
toggle: {{en-verb}}
toggle: {{en-noun}}
toggle: {{en-verb}}
toggler: {{en-noun}}
togs: {{en-plural noun}}
togs: {{en-plural noun}}
togue: {{en-noun|s|togue}}
toil: {{en-noun|~}}
toil: {{en-verb}}
toil: {{en-noun|~}}
toil: {{en-verb}}
toile: {{en-noun|~}}
toiler: {{en-noun}}
toilet: {{en-noun}}
toilet: {{en-verb|pres_ptc2=toiletting|past2=toiletted}}
toileting: {{en-noun|-}}
toiletry: {{en-noun}}
toilette: {{en-noun}}
toilful: {{en-adj}}
toilfully: {{en-adv}}
toiling: {{en-noun}}
toiling: {{en-noun}}
toilsome: {{en-adj}}
toilsomely: {{en-adv}}
toilsomeness: {{en-noun|-}}
toilworn: {{en-adj}}
toit: {{en-noun}}
tokamak: {{en-noun}}
tokay: {{en-noun|~}}
tokay: {{en-noun}}
toke: {{en-noun}}
toke: {{en-verb}}
toke: {{en-noun}}
toke: {{en-verb}}
toke: {{en-noun}}
token: {{en-noun}}
token: {{en-adj}}
token: {{en-verb}}
token: {{en-noun}}
token: {{en-adj}}
token: {{en-verb}}
tokening: {{en-noun|~}}
tokenism: {{en-noun|~}}
toker: {{en-noun}}
tokology: {{en-noun|-}}
tokomak: {{en-noun}}
tokonoma: {{en-noun|s|tokonoma}}
tola: {{en-noun}}
tolane: {{en-noun|~}}
tolbooth: {{en-noun}}
tolbutamide: {{en-noun|~}}
tole: {{en-noun|-}}
tole: {{en-verb|past_ptc2=tollen}}
tole: {{en-noun|-}}
tole: {{en-noun}}
toledo: {{en-noun}}
tolerability: {{en-noun|~}}
tolerable: {{en-adj}}
tolerable: {{en-adv}}
tolerably: {{en-adv}}
tolerance: {{en-noun|~}}
tolerance: {{en-verb}}
tolerant: {{en-adj}}
tolerantly: {{en-adv}}
tolerate: {{en-verb}}
tolerated: {{en-adj}}
toleration: {{en-noun|~}}
tolerative: {{en-adj|-}}
tolerator: {{en-noun}}
tolidin: {{en-noun}}
toll: {{en-noun}}
toll: {{en-verb}}
toll: {{en-noun}}
toll: {{en-verb}}
toll: {{en-verb}}
toll: {{en-verb}}
toll: {{en-noun}}
toll: {{en-verb}}
toll: {{en-noun}}
toll: {{en-verb}}
toll: {{en-verb}}
toll: {{en-verb}}
tollage: {{en-noun|~}}
tollbar: {{en-noun}}
tollbooth: {{en-noun}}
toller: {{en-noun}}
toller: {{en-noun}}
toller: {{en-noun}}
tollgate: {{en-noun}}
tollhouse: {{en-noun}}
tolling: {{en-noun}}
tollman: {{en-noun|tollmen}}
tollway: {{en-noun}}
tolu: {{en-noun|~}}
toluate: {{en-noun}}
toluene: {{en-noun|~}}
toluic: {{en-adj|-}}
toluid: {{en-noun|?}}
toluide: {{en-noun}}
toluidin: {{en-noun|~}}
toluidine: {{en-noun}}
toluol: {{en-noun|~}}
toluole: {{en-noun}}
toluyl: {{en-noun}}
tolyl: {{en-noun}}
tom: {{en-noun}}
tom: {{en-noun}}
tom: {{en-noun|-}}
tom: {{en-verb}}
tom: {{en-verb}}
tomahawk: {{en-noun}}
tomahawk: {{en-verb}}
tomahawk: {{en-noun}}
tomahawk: {{en-verb}}
tomahawked: {{en-adj|-}}
tomalley: {{en-noun}}
toman: {{en-noun}}
toman: {{en-noun}}
tomatillo: {{en-noun|s|es}}
tomato: {{en-noun|~|es}}
tomato: {{en-verb}}
tomatoey: {{en-adj|tomatoier|sup=tomatoiest|more}}
tomb: {{en-noun}}
tomb: {{en-verb}}
tombac: {{en-noun|~}}
tomback: {{en-noun|-}}
tombak: {{en-noun}}
tombak: {{en-noun|-}}
tombal: {{en-adj|-}}
tombless: {{en-adj|-}}
tomblike: {{en-adj}}
tombola: {{en-noun}}
tombolo: {{en-noun}}
tomboy: {{en-noun}}
tomboyish: {{en-adj}}
tomboyishness: {{en-noun|-}}
tombstone: {{en-noun}}
tombstone: {{en-verb}}
tomcat: {{en-noun}}
tomcat: {{en-verb|++}}
tomcod: {{en-noun|s|tomcod}}
tome: {{en-noun}}
tomentose: {{en-adj|-}}
tomentum: {{en-noun|tomenta}}
tomfool: {{en-noun}}
tomfool: {{en-adj}}
tomfool: {{en-verb}}
tomfoolery: {{en-noun|~}}
tommy: {{en-noun|~}}
tommy: {{en-verb}}
tommyrot: {{en-noun|-|s}}
tomogram: {{en-noun}}
tomographic: {{en-adj|-}}
tomography: {{en-noun|~}}
tomorrow: {{en-adv|-}}
tomorrow: {{en-noun|~}}
tomorrow: {{en-adv|-}}
tomorrow: {{en-noun|~}}
tompion: {{en-noun}}
tomtit: {{en-noun}}
tomtom: {{en-noun}}
tomtom: {{en-verb|++}}
ton: {{en-noun}}
ton: {{en-noun|-}}
ton: {{en-noun}}
ton: {{en-noun}}
ton: {{en-noun|-}}
ton: {{en-noun}}
tonal: {{en-adj}}
tonal: {{en-noun}}
tonality: {{en-noun|~}}
tonally: {{en-adv}}
tondo: {{en-noun|s|tondi}}
tone: {{en-noun}}
tone: {{en-verb}}
tone: {{en-pron}}
tone: {{en-noun}}
tone: {{en-verb}}
tone: {{en-pron}}
tonearm: {{en-noun}}
toned: {{en-adj|sup=more toned}}
toned: {{en-adj|sup=more toned}}
toneless: {{en-adj}}
tonelessly: {{en-adv}}
tonelessness: {{en-noun|-}}
toneme: {{en-noun}}
tonemic: {{en-adj|?}}
toner: {{en-noun|~}}
tonetic: {{en-adj|-}}
tonetically: {{en-adv|-}}
tonetics: {{en-noun|-}}
tonette: {{en-noun}}
toney: {{en-adj|er}}
tong: {{en-noun}}
tong: {{en-verb}}
tong: {{en-noun}}
tong: {{en-noun}}
tonga: {{en-noun}}
tonga: {{en-noun|-}}
tonger: {{en-noun}}
tonging: {{en-noun|-}}
tongman: {{en-noun|tongmen}}
tongs: {{en-plural noun}}
tongue: {{en-noun}}
tongue: {{en-verb}}
tongue: {{en-noun}}
tongue: {{en-verb}}
tongued: {{en-adj|-}}
tongued: {{en-adj|-}}
tongueless: {{en-adj|-}}
tonguelike: {{en-adj}}
tonguing: {{en-noun}}
tonic: {{en-adj}}
tonic: {{en-noun|-|+}}
tonic: {{en-verb||~king|~ked}}
tonic: {{en-adj|-}}
tonic: {{en-noun}}
tonic: {{en-adj}}
tonic: {{en-noun|-|+}}
tonic: {{en-verb||~king|~ked}}
tonic: {{en-adj|-}}
tonic: {{en-noun}}
tonically: {{en-adv|-}}
tonicity: {{en-noun}}
tonier: {{en-comparative of|tony}}
toniest: {{en-superlative of|tony}}
tonight: {{en-adv|-}}
tonight: {{en-noun|-|s}}
tonight: {{en-adv|-}}
tonight: {{en-noun|-|s}}
toning: {{en-noun}}
tonish: {{en-adj}}
tonishly: {{en-adv}}
tonlet: {{en-noun}}
tonnage: {{en-noun|~}}
tonne: {{en-noun}}
tonneau: {{en-noun|s|tonneaux}}
tonner: {{en-noun}}
tonnish: {{en-adj}}
tonometer: {{en-noun}}
tonometry: {{en-noun|~}}
tonoplast: {{en-noun}}
tons: {{en-plural noun}}
tons: {{en-plural noun}}
tonsil: {{en-noun}}
tonsilar: {{en-adj|-}}
tonsillar: {{en-adj|-}}
tonsillectomy: {{en-noun}}
tonsillitis: {{en-noun|-|tonsillitides|tonsillites}}
tonsils: {{en-plural noun}}
tonsorial: {{en-adj|-}}
tonsure: {{en-verb}}
tonsure: {{en-noun}}
tonsure: {{en-verb}}
tonsure: {{en-noun}}
tontine: {{en-noun}}
tonus: {{en-noun|~}}
tony: {{en-adj|er}}
tony: {{en-noun}}
too: {{en-adv|-}}
tool: {{en-noun}}
tool: {{en-verb}}
tool: {{en-noun}}
tool: {{en-verb}}
toolbox: {{en-noun}}
tooled: {{en-adj}}
tooler: {{en-noun}}
toolholder: {{en-noun}}
toolhouse: {{en-noun}}
tooling: {{en-noun|~}}
toolless: {{en-adj|-}}
toolmaker: {{en-noun}}
toolmaking: {{en-noun|-}}
toolroom: {{en-noun}}
toolshed: {{en-noun}}
toom: {{en-adj}}
toom: {{en-noun}}
toom: {{en-verb}}
toom: {{en-noun|-|s}}
toom: {{en-adj}}
toom: {{en-noun}}
toom: {{en-verb}}
toom: {{en-noun|-|s}}
toon: {{en-noun}}
toon: {{en-noun|~}}
toon: {{en-noun}}
toon: {{en-noun}}
toot: {{en-noun|~}}
toot: {{en-verb}}
toot: {{en-noun}}
toot: {{en-noun|~}}
toot: {{en-verb}}
toot: {{en-noun}}
tooter: {{en-noun}}
tooth: {{en-noun|teeth}}
tooth: {{en-verb}}
toothache: {{en-noun|~}}
toothbrush: {{en-noun}}
toothbrush: {{en-verb}}
toothbrushing: {{en-noun}}
toothed: {{en-adj|-}}
toothier: {{en-comparative of|toothy}}
toothiest: {{en-superlative of|toothy}}
toothily: {{en-adv}}
toothing: {{en-noun|~}}
toothless: {{en-adj}}
toothlike: {{en-adj}}
toothpaste: {{en-noun|~}}
toothpick: {{en-noun}}
toothpick: {{en-verb}}
toothpowder: {{en-noun|~}}
toothsome: {{en-adj}}
toothsomely: {{en-adv}}
toothsomeness: {{en-noun|-}}
toothwort: {{en-noun}}
toothy: {{en-adj|er}}
tooting: {{en-noun}}
tootle: {{en-verb}}
tootle: {{en-noun}}
tootle: {{en-verb}}
tootle: {{en-noun}}
tootler: {{en-noun}}
tootling: {{en-noun}}
toots: {{en-noun|toots}}
toots: {{en-noun|toots}}
tootsie: {{en-noun}}
tootsy: {{en-noun}}
top: {{en-noun|~}}
top: {{en-verb}}
top: {{en-adj|-}}
top: {{en-adv|-}}
top: {{en-noun|~}}
top: {{en-verb}}
top: {{en-adj|-}}
top: {{en-adv|-}}
top: {{en-noun|~}}
top: {{en-verb}}
top: {{en-adj|-}}
top: {{en-adv|-}}
topaz: {{en-noun|-|+}}
topaz: {{en-adj|?}}
topazine: {{en-adj}}
topcoat: {{en-noun}}
topcoat: {{en-verb}}
topcross: {{en-noun}}
topdressing: {{en-noun|~}}
tope: {{en-verb}}
tope: {{en-noun}}
tope: {{en-noun}}
tope: {{en-noun}}
topee: {{en-noun}}
toper: {{en-noun}}
toper: {{en-noun}}
topflight: {{en-adj|-}}
topful: {{en-adj}}
topfull: {{en-adj|-}}
topgallant: {{en-adj}}
topgallant: {{en-noun}}
topgallant: {{en-adj}}
topgallant: {{en-noun}}
toph: {{en-noun|~}}
tophus: {{en-noun|tophi}}
topi: {{en-noun|s|topi}}
topi: {{en-noun}}
topiary: {{en-adj|-}}
topiary: {{en-noun|~}}
topic: {{en-adj|?}}
topic: {{en-noun}}
topical: {{en-adj}}
topical: {{en-noun}}
topicality: {{en-noun|~}}
topically: {{en-adv}}
topkick: {{en-noun}}
topknot: {{en-noun}}
topless: {{en-adj|-}}
topless: {{en-adv|-}}
topless: {{en-noun}}
toplessness: {{en-noun|-}}
topline: {{en-noun}}
topline: {{en-verb}}
toploftical: {{en-adj}}
toploftier: {{en-comparative of|toplofty}}
toploftiest: {{en-superlative of|toplofty}}
toploftily: {{en-adv}}
toploftiness: {{en-noun|-}}
toplofty: {{en-adj|toploftier}}
topmast: {{en-noun}}
topminnow: {{en-noun}}
topmost: {{en-adj|more}}
topnotch: {{en-adj}}
topnotcher: {{en-noun}}
topocentric: {{en-adj|-}}
topographer: {{en-noun}}
topographic: {{en-adj|-}}
topographical: {{en-adj|-}}
topographically: {{en-adv|-}}
topography: {{en-noun|~}}
topological: {{en-adj|-}}
topologically: {{en-adv}}
topologist: {{en-noun}}
topology: {{en-noun|~}}
toponym: {{en-noun}}
toponymic: {{en-adj|-}}
toponymical: {{en-adj|-}}
toponymist: {{en-noun}}
toponymy: {{en-noun|~}}
topos: {{en-noun|topoi|+}}
topotype: {{en-noun}}
topper: {{en-noun}}
topping: {{en-adj}}
topping: {{en-noun}}
topping: {{en-adj}}
topping: {{en-noun}}
topping: {{en-adj}}
topping: {{en-noun}}
toppingly: {{en-adv}}
topple: {{en-verb}}
toppling: {{en-noun}}
toppling: {{en-noun}}
tops: {{en-adv|-}}
tops: {{en-adj|-}}
tops: {{en-adv|-}}
tops: {{en-adj|-}}
tops: {{en-adv|-}}
tops: {{en-adj|-}}
topsail: {{en-noun}}
topside: {{en-noun}}
topside: {{en-adj|-}}
topside: {{en-adv|-}}
topsider: {{en-noun}}
topsoil: {{en-noun|~}}
topsoil: {{en-verb}}
topsoiling: {{en-noun|-}}
topspin: {{en-noun|~}}
topspin: {{en-verb|topspins|topspinning|topspun}}
topstitch: {{en-noun|-|+}}
topstitch: {{en-verb}}
topstitching: {{en-noun|-}}
topstone: {{en-noun}}
topwork: {{en-verb}}
toque: {{en-noun}}
toque: {{en-noun}}
toque: {{en-noun|~}}
toquet: {{en-noun}}
tor: {{en-noun}}
tor: {{en-adj}}
torc: {{en-noun}}
torch: {{en-noun}}
torch: {{en-verb}}
torch: {{en-noun}}
torch: {{en-verb}}
torchbearer: {{en-noun}}
torchier: {{en-noun}}
torchier: {{en-comparative of|torchy}}
torchiest: {{en-superlative of|torchy}}
torching: {{en-noun|~}}
torchlight: {{en-noun|~}}
torchon: {{en-noun|~}}
torchwood: {{en-noun|~}}
torchy: {{en-adj|er}}
tore: {{en-adj}}
tore: {{en-noun}}
tore: {{en-noun|-}}
tore: {{en-adj}}
tore: {{en-noun}}
tore: {{en-noun|-}}
toreador: {{en-noun|s|toreadores}}
torero: {{en-noun}}
toreutic: {{en-adj|-}}
toreutics: {{en-noun|-}}
tori: {{en-noun|?}}
toric: {{en-adj}}
torii: {{en-noun|torii}}
torment: {{en-noun|~}}
torment: {{en-verb}}
torment: {{en-noun|~}}
torment: {{en-verb}}
tormented: {{en-adj}}
tormented: {{en-adj}}
tormenter: {{en-noun}}
tormentil: {{en-noun|~}}
tormenting: {{en-adj|more}}
tormenting: {{en-noun}}
tormentor: {{en-noun}}
torn: {{en-adj}}
torn: {{en-adj}}
tornadic: {{en-adj}}
tornado: {{en-noun|tornadoes|s}}
tornillo: {{en-noun}}
toro: {{en-noun|s|toro}}
toro: {{en-noun|?}}
toroid: {{en-noun}}
toroidal: {{en-adj}}
toroidally: {{en-adv}}
torose: {{en-adj}}
torosity: {{en-noun|-|+}}
torpedo: {{en-noun|es|s}}
torpedo: {{en-verb|~es|+|+}}
torpedo: {{en-noun|es|s}}
torpedo: {{en-verb|~es|+|+}}
torpedoing: {{en-noun}}
torpid: {{en-adj}}
torpid: {{en-noun}}
torpidity: {{en-noun|~}}
torpidly: {{en-adv}}
torpidness: {{en-noun|-}}
torpids: {{en-plural noun}}
torpor: {{en-noun|~}}
torque: {{en-noun|~}}
torque: {{en-verb|pres_ptc2=torqueing}}
torque: {{en-noun}}
torqued: {{en-adj}}
torquer: {{en-noun}}
torques: {{en-noun}}
torr: {{en-noun}}
torr: {{en-noun|torrs|torr}}
torrefied: {{en-adj}}
torrefy: {{en-verb}}
torrent: {{en-noun}}
torrent: {{en-adj}}
torrent: {{en-noun}}
torrent: {{en-verb}}
torrential: {{en-adj}}
torrentially: {{en-adv}}
torrid: {{en-adj|er}}
torrider: {{en-comparative of|torrid}}
torridest: {{en-superlative of|torrid}}
torridity: {{en-noun|-|+}}
torridly: {{en-adv}}
torridness: {{en-noun|-}}
torrify: {{en-verb}}
torsade: {{en-noun|~}}
torsades: {{en-noun|-}}
torse: {{en-noun}}
torse: {{en-noun}}
torsion: {{en-noun|~}}
torsional: {{en-adj|-}}
torsionally: {{en-adv|-}}
torsk: {{en-noun}}
torso: {{en-noun|s|torsi}}
tort: {{en-noun}}
tort: {{en-adj|?}}
tort: {{en-adj}}
tort: {{en-adj|er}}
tort: {{en-noun}}
tort: {{en-noun}}
torte: {{en-noun|s|torten}}
torticollis: {{en-noun|-}}
tortile: {{en-adj}}
tortilla: {{en-noun}}
tortious: {{en-adj}}
tortiously: {{en-adv}}
tortoise: {{en-noun}}
tortoiseshell: {{en-noun|-|s}}
tortoiseshell: {{en-adj|-}}
tortoni: {{en-noun|~|tortoni|s}}
tortricid: {{en-noun}}
tortrix: {{en-noun|+|tortrices}}
torts: {{en-plural noun}}
tortuosity: {{en-noun|~}}
tortuous: {{en-adj}}
tortuously: {{en-adv}}
tortuousness: {{en-noun|~}}
torture: {{en-noun|~}}
torture: {{en-verb}}
torture: {{en-noun|~}}
torture: {{en-verb}}
tortured: {{en-adj}}
tortured: {{en-adj}}
torturer: {{en-noun}}
torturing: {{en-noun|~}}
torturing: {{en-noun|~}}
torturing: {{en-noun|~}}
torturous: {{en-adj}}
torturously: {{en-adv|-}}
torula: {{en-noun|s|torulae}}
torus: {{en-noun|tori|+}}
tory: {{en-noun}}
tory: {{en-adj|-}}
tosh: {{en-noun|~}}
tosh: {{en-verb}}
tosh: {{en-adj|er}}
tosh: {{en-adv}}
tosh: {{en-verb}}
tosh: {{en-noun|~}}
toss: {{en-noun}}
toss: {{en-verb|past2=tost|past2_qual=obsolete}}
toss: {{en-noun}}
toss: {{en-verb|past2=tost|past2_qual=obsolete}}
tosser: {{en-noun}}
tossing: {{en-noun}}
tossing: {{en-adj|-}}
tossing: {{en-noun}}
tossing: {{en-adj|-}}
tosspot: {{en-noun}}
tossup: {{en-noun}}
tost: {{en-noun|~}}
tostada: {{en-noun}}
tostado: {{en-noun|~}}
tot: {{en-noun}}
tot: {{en-verb}}
tot: {{en-noun}}
tot: {{en-noun}}
tot: {{en-verb}}
tot: {{en-noun}}
totable: {{en-adj}}
total: {{en-noun}}
total: {{en-adj}}
total: {{en-verb|++|pres_ptc_qual=UK|pres_ptc2=totaling|pres_ptc2_qual=US|past_qual=UK|past2=totaled|past2_qual=US}}
total: {{en-noun}}
total: {{en-adj}}
total: {{en-verb|++|pres_ptc_qual=UK|pres_ptc2=totaling|pres_ptc2_qual=US|past_qual=UK|past2=totaled|past2_qual=US}}
total: {{en-noun}}
total: {{en-adj}}
total: {{en-verb|++|pres_ptc_qual=UK|pres_ptc2=totaling|pres_ptc2_qual=US|past_qual=UK|past2=totaled|past2_qual=US}}
totaled: {{en-adj|-}}
totaled: {{en-adj|-}}
totalisator: {{en-noun}}
totalise: {{en-verb}}
totalism: {{en-noun|~}}
totalist: {{en-noun}}
totalist: {{en-adj|-}}
totalistic: {{en-adj|-}}
totalitarian: {{en-adj}}
totalitarian: {{en-noun}}
totalitarianism: {{en-noun|~}}
totalitarianize: {{en-verb}}
totality: {{en-noun|~}}
totalizator: {{en-noun}}
totalize: {{en-verb}}
totalizer: {{en-noun}}
totalled: {{en-adj}}
totally: {{en-adv|-}}
tote: {{en-noun}}
tote: {{en-verb}}
tote: {{en-verb}}
tote: {{en-noun}}
tote: {{en-noun}}
tote: {{en-verb}}
tote: {{en-verb}}
tote: {{en-noun}}
totem: {{en-noun}}
totemic: {{en-adj|-}}
totemism: {{en-noun|-|s}}
totemist: {{en-noun}}
totemistic: {{en-adj}}
totemite: {{en-noun}}
toter: {{en-noun}}
totes: {{en-adj|-}}
totes: {{en-adv|-}}
totes: {{en-adj|-}}
totes: {{en-adv|-}}
tother: {{en-pron}}
tother: {{en-adjective|-}}
tother: {{en-pron}}
tother: {{en-adjective|-}}
totipotency: {{en-noun|-}}
totipotent: {{en-adj}}
totter: {{en-verb}}
totter: {{en-noun}}
totterer: {{en-noun}}
tottering: {{en-adj}}
tottering: {{en-noun}}
tottering: {{en-adj}}
tottering: {{en-noun}}
totteringly: {{en-adv}}
tottery: {{en-adj|er|more}}
totting: {{en-noun}}
toucan: {{en-noun}}
touch: {{en-verb}}
touch: {{en-conj|es|old=1|past_old=toucht}}
touch: {{en-noun|~}}
touch: {{en-verb}}
touch: {{en-conj|es|old=1|past_old=toucht}}
touch: {{en-noun|~}}
touchable: {{en-adj}}
touchback: {{en-noun}}
touchdown: {{en-noun|~}}
touche: {{en-interj}}
touched: {{en-adj}}
touched: {{en-adj}}
toucher: {{en-noun}}
touchhole: {{en-noun}}
touchier: {{en-comparative of|touchy}}
touchiest: {{en-superlative of|touchy}}
touchily: {{en-adv}}
touchiness: {{en-noun|-|+}}
touching: {{en-adj}}
touching: {{en-prep}}
touching: {{en-noun}}
touching: {{en-adj}}
touching: {{en-prep}}
touching: {{en-noun}}
touching: {{en-adj}}
touching: {{en-prep}}
touching: {{en-noun}}
touchingly: {{en-adv}}
touchline: {{en-noun}}
touchmark: {{en-noun}}
touchstone: {{en-noun}}
touchup: {{en-noun}}
touchwood: {{en-noun|-}}
touchy: {{en-adj|er}}
tough: {{en-adj|er}}
tough: {{en-interj}}
tough: {{en-noun}}
tough: {{en-verb}}
tough: {{en-adj|er}}
tough: {{en-interj}}
tough: {{en-noun}}
tough: {{en-verb}}
toughen: {{en-verb}}
toughening: {{en-noun}}
tougher: {{en-comparative of|tough}}
toughest: {{en-superlative of|tough}}
toughie: {{en-noun}}
toughish: {{en-adj}}
toughly: {{en-adv}}
toughness: {{en-noun|~}}
toughy: {{en-noun}}
toupee: {{en-noun}}
tour: {{en-noun}}
tour: {{en-verb}}
tour: {{en-noun}}
tour: {{en-verb}}
tour: {{en-noun}}
tour: {{en-verb}}
tour: {{en-noun}}
tour: {{en-verb}}
touraco: {{en-noun|s|touracoes}}
tourbillion: {{en-noun}}
tourbillon: {{en-noun}}
tourer: {{en-noun}}
touring: {{en-adj|-}}
touring: {{en-noun}}
touring: {{en-adj|-}}
touring: {{en-noun}}
touring: {{en-adj|-}}
touring: {{en-noun}}
tourism: {{en-noun|-|s}}
tourist: {{en-noun}}
tourist: {{en-verb}}
touristic: {{en-adj}}
touristically: {{en-adv}}
touristy: {{en-adj}}
tourmaline: {{en-noun|~}}
tournament: {{en-noun}}
tournedos: {{en-noun|~|tournedos}}
tourney: {{en-noun|s|tournies}}
tourney: {{en-verb}}
tourney: {{en-noun|s|tournies}}
tourney: {{en-verb}}
tourniquet: {{en-noun}}
tourniquet: {{en-verb}}
touse: {{en-verb}}
touse: {{en-noun}}
tousle: {{en-verb}}
tousle: {{en-noun}}
tousled: {{en-adj}}
tousled: {{en-adj}}
tousling: {{en-noun|~}}
tout: {{en-noun}}
tout: {{en-verb}}
tout: {{en-noun|?}}
tout: {{en-noun}}
tout: {{en-verb}}
tout: {{en-noun|?}}
touter: {{en-noun}}
touting: {{en-noun}}
touzle: {{en-verb}}
touzle: {{en-noun}}
touzled: {{en-adj}}
tovarich: {{en-noun}}
tovarish: {{en-noun}}
tow: {{en-verb}}
tow: {{en-noun}}
tow: {{en-noun|~}}
tow: {{en-verb}}
tow: {{en-noun}}
tow: {{en-noun|~}}
towage: {{en-noun|~}}
toward: {{en-prep}}
toward: {{en-adj|-}}
towardliness: {{en-noun|-}}
towardly: {{en-adj}}
towards: {{en-prep}}
towards: {{en-adv|-}}
towards: {{en-adj|-}}
towaway: {{en-noun}}
towboat: {{en-noun}}
towel: {{en-noun}}
towel: {{en-verb|pres_ptc2=towelling|past2=towelled}}
towel: {{en-noun}}
towel: {{en-verb|pres_ptc2=towelling|past2=towelled}}
toweled: {{en-adj|-}}
towelette: {{en-noun}}
toweling: {{en-noun|-|s}}
toweling: {{en-noun|-|s}}
towelled: {{en-adj|-}}
towelling: {{en-noun|-|s}}
towelling: {{en-noun|-|s}}
tower: {{en-noun}}
tower: {{en-verb}}
tower: {{en-noun}}
tower: {{en-noun}}
tower: {{en-verb}}
tower: {{en-noun}}
towered: {{en-adj|-}}
towering: {{en-adj}}
towering: {{en-noun}}
towering: {{en-adj}}
towering: {{en-noun}}
toweringly: {{en-adv}}
towerlike: {{en-adj}}
towery: {{en-adj}}
towhead: {{en-noun}}
towheaded: {{en-adj}}
towhee: {{en-noun}}
towing: {{en-noun}}
towline: {{en-noun}}
town: {{en-noun|~}}
townee: {{en-noun}}
townfolk: {{en-noun|~}}
townhome: {{en-noun}}
townie: {{en-noun}}
townish: {{en-adj}}
townless: {{en-adj|-}}
townlet: {{en-noun}}
townscape: {{en-noun}}
townscape: {{en-verb}}
townsfolk: {{en-plural noun}}
township: {{en-noun}}
townsman: {{en-noun|townsmen}}
townswoman: {{en-noun|townswomen}}
townwear: {{en-noun|-}}
towny: {{en-noun}}
towny: {{en-adj|townier}}
towpath: {{en-noun}}
towrope: {{en-noun}}
towy: {{en-adj}}
toxaemia: {{en-noun|~}}
toxaemic: {{en-adj}}
toxaphene: {{en-noun|~}}
toxemia: {{en-noun|~}}
toxemic: {{en-adj}}
toxic: {{en-adj}}
toxical: {{en-adj}}
toxicant: {{en-adj}}
toxicant: {{en-noun}}
toxicity: {{en-noun|-|+}}
toxicologic: {{en-adj|-}}
toxicological: {{en-adj|-}}
toxicologically: {{en-adv}}
toxicologist: {{en-noun}}
toxicology: {{en-noun|~}}
toxicosis: {{en-noun|~|toxicoses}}
toxics: {{en-plural noun}}
toxigenic: {{en-adj}}
toxigenicity: {{en-noun|-|+}}
toxin: {{en-noun}}
toxine: {{en-noun}}
toxoid: {{en-noun}}
toxophilite: {{en-adj|?}}
toxophilite: {{en-noun}}
toxophily: {{en-noun|-}}
toxoplasma: {{en-noun|toxoplasmata|s}}
toxoplasmic: {{en-adj|-}}
toxoplasmosis: {{en-noun|~|toxoplasmoses}}
toy: {{en-noun}}
toy: {{en-verb}}
toy: {{en-noun}}
toy: {{en-verb}}
toyer: {{en-noun}}
toying: {{en-noun}}
toying: {{en-noun}}
toyish: {{en-adj}}
toyless: {{en-adj|-}}
toylike: {{en-adj}}
toyo: {{en-noun|-}}
toyon: {{en-noun|~}}
toyshop: {{en-noun}}
trabeated: {{en-adj|-}}
trabeation: {{en-noun|~}}
trabecula: {{en-noun|trabeculae|s}}
trabecular: {{en-adj|-}}
trabeculate: {{en-adj|-}}
trace: {{en-noun}}
trace: {{en-verb}}
trace: {{en-noun}}
trace: {{en-verb}}
traceability: {{en-noun|~}}
traceable: {{en-adj}}
traceless: {{en-adj}}
tracer: {{en-noun}}
traceried: {{en-adj|-}}
tracery: {{en-noun}}
trachea: {{en-noun|tracheae|tracheæ|+|pl2qual=obsolete}}
tracheal: {{en-adj|-}}
tracheary: {{en-adj|-}}
tracheary: {{en-noun}}
tracheate: {{en-adj|-}}
tracheate: {{en-noun}}
tracheate: {{en-verb}}
tracheate: {{en-adj|-}}
tracheate: {{en-noun}}
tracheate: {{en-verb}}
tracheated: {{en-adj|-}}
tracheid: {{en-noun}}
tracheitis: {{en-noun|-|tracheitides}}
tracheobronchial: {{en-adj|-}}
tracheolar: {{en-adj|-}}
tracheole: {{en-noun}}
tracheophyte: {{en-noun}}
tracheostomy: {{en-noun}}
tracheotomy: {{en-noun}}
trachoma: {{en-noun|s|trachomata}}
trachyte: {{en-noun|~}}
trachytic: {{en-adj|-}}
